optimization,execution time of optimzier,no of feature selected,selected feature 
TSA,6.475043773651123,17,"dur,proto,dpkts,rate,dttl,dload,dinpkt,sjit,djit,smean,dmean,trans_depth,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_ftp_cmd,ct_flw_http_mthd,"
